Date,Store,Item,Price_Value,Price_Text,Valid_From,Valid_Until,price_basis,unit_price,unit_type,ai_normalized_name,ai_category,ai_sub_category
2025-12-24 00:00:00,Real Canadian Superstore,"M.Y.San Sky Flakes Crackers, 800 G",5.99,5.99,2025-12-24,2025-12-31,,,,M.Y.San Sky Flakes Crackers,Snacks,Crackers & Biscuits
2025-12-24 00:00:00,Real Canadian Superstore,Pc® Metal Bakeware,9.0,9.0,2025-12-24,2025-12-31,,,,Metal Bakeware,Household & Personal,Kitchenware
2025-12-24 00:00:00,Real Canadian Superstore,"Sunfeast Yippee! Magic Masala Noodles, 280 G",1.79,1.79,2025-12-24,2025-12-31,,,,Sunfeast Yippee! Magic Masala Noodles,Pantry,Pasta & Noodles
2025-12-24 00:00:00,Real Canadian Superstore,Cerave Skincare Cleansers Or Moisturizers,11.19,11.19,2025-12-24,2025-12-31,,,,Cerave Skincare Cleansers or Moisturizers,Household & Personal,Skincare
2025-12-24 00:00:00,Real Canadian Superstore,"Tim Hortons Ready To Serve Soup, 540 Ml",2.99,2.99,2025-12-24,2025-12-31,,,,Tim Hortons Ready To Serve Soup,Pantry,Soups & Broths
2025-12-24 00:00:00,Real Canadian Superstore,Pc® Openstock Drinkware,8.0,8.0,2025-12-24,2025-12-31,,,,PC Openstock Drinkware,Other,General
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Blue Menu® Twice The Fruit™ Or Fruit And Concentrated Pear Juice Spread, 500 Ml Excluding Raspberry And Mixed Berries Or Peanut Butter, 750 G",5.5,5.5,2025-12-24,2025-12-31,,,,PC Blue Menu Fruit Spread or Peanut Butter,Pantry,Spreads & Jams
2025-12-24 00:00:00,Real Canadian Superstore,"Ferrero Chocolate, 15/16'S, 156/200 G",7.77,7.77,2025-12-24,2025-12-31,,,,Ferrero Chocolate,Snacks,Candy & Chocolate
2025-12-24 00:00:00,Real Canadian Superstore,"Robax Pain Relief Products, 18 Caplets",13.99,13.99,2025-12-24,2025-12-31,,,,Robax Pain Relief Caplets,Household & Personal,Health & Wellness
2025-12-24 00:00:00,Real Canadian Superstore,Everyday Essentials™ Hangers,14.0,14.0,2025-12-24,2025-12-31,,,,Everyday Essentials Hangers,Household & Personal,Home Organization
2025-12-24 00:00:00,Real Canadian Superstore,"D'Italiano Bread, 600/675 G Or Buns, 6/8'S",6.0,6.0,2025-12-24,2025-12-31,,,,D'Italiano Bread or Buns,Bakery,Bread & Buns
2025-12-24 00:00:00,Real Canadian Superstore,Tums Soft Chews Or Tablets,5.5,5.5,2025-12-24,2025-12-31,,,,Tums Soft Chews or Tablets,Household & Personal,Health & Wellness
2025-12-24 00:00:00,Real Canadian Superstore,"Sourdough Or Pumpernickel Bread, 675 G",3.0,3.0,2025-12-24,2025-12-31,,,,Sourdough or Pumpernickel Bread,Bakery,Specialty Bread
2025-12-24 00:00:00,Real Canadian Superstore,"Bibigo Mandu Chicken Bulgogi, 680 G",10.99,10.99,2025-12-24,2025-12-31,,,,Bibigo Mandu Chicken Bulgogi,Frozen,
2025-12-24 00:00:00,Real Canadian Superstore,Advil Pain Relief Product 20-32 Capsules Or 30-36 Tablets,10.5,10.5,2025-12-24,2025-12-31,,,,Advil Pain Relief,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,"Kraft Dinner Macaroni & Cheese, 5 X 200 G",5.97,5.97,2025-12-24,2025-12-31,,,,Kraft Dinner Macaroni & Cheese,Pantry,
2025-12-24 00:00:00,Real Canadian Superstore,"Tree Hut Body Butter, 240 G",20.0,20.0,2025-12-24,2025-12-31,,,,Tree Hut Body Butter,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,"Wagh Bakri Premium Tea, 907 G",9.99,9.99,2025-12-24,2025-12-31,,,,Wagh Bakri Premium Tea,General,General
2025-12-24 00:00:00,Real Canadian Superstore,"No Name® French Onion Sour Cream Dip, 250 G",2.99,2.99,2025-12-24,2025-12-31,,,,French Onion Sour Cream Dip,Dairy & Eggs,
2025-12-24 00:00:00,Real Canadian Superstore,"Suraj® Naan, 5'S, 500 G",3.0,3.0,2025-12-24,2025-12-31,,,,Suraj Naan,Bakery,
2025-12-24 00:00:00,Real Canadian Superstore,"Nabob Ground Coffee, 915/930 G Or Nabob Single Serve Pods, 30'S",19.99,19.99,2025-12-24,2025-12-31,,,,Nabob Ground Coffee or Single Serve Pods,Beverages,
2025-12-24 00:00:00,Real Canadian Superstore,"Pampers Econo Pack Diapers, 58-200' S",34.99,34.99,2025-12-24,2025-12-31,,,,Pampers Econo Pack Diapers,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,Tena Underwear Or Pads,16.5,16.5,2025-12-24,2025-12-31,,,,Tena Underwear or Pads,General,General
2025-12-24 00:00:00,Real Canadian Superstore,"Farmer'S Market™ Avocado Bag, Pkg Of 6",3.58,3.58,2025-12-24,2025-12-31,,,,Farmer's Market Avocado Bag,Produce,Other Produce
2025-12-24 00:00:00,Real Canadian Superstore,"Heinz Ketchup, 1.5 L Miracle Whip Spread, 1.5 L",6.97,6.97,2025-12-24,2025-12-31,,,,Heinz Ketchup or Miracle Whip Spread,Pantry,
2025-12-24 00:00:00,Real Canadian Superstore,"Guacamole, 270 G Or Pico De Gallo Salsa, 170 G",6.0,6.0,2025-12-24,2025-12-31,,,,PC Chunky Guacamole or Pico De Gallo Salsa,Pantry,
2025-12-24 00:00:00,Real Canadian Superstore,Pc® 350/500 Thread Count Sheet Set,35.0,35.0,2025-12-24,2025-12-31,,,,PC 350/500 Thread Count Sheet Set,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,"No Name® Perogies, 2 Kg",5.0,5.0,2025-12-24,2025-12-31,,,,No Name Perogies,General,General
2025-12-24 00:00:00,Real Canadian Superstore,"Sudocrem, Penaten, Zincofax, Baby Butz, Or Vaseline Petroleum Jelly Baby Needs",4.23,4.23,2025-12-24,2025-12-31,,,,Baby Skin Care,Household & Personal,Baby
2025-12-24 00:00:00,Real Canadian Superstore,"Simply Tostitos Or Cheese Puff, 156-241 G Or Popcorners, 142 G",4.5,4.5,2025-12-24,2025-12-31,,,,"Simply Tostitos, Cheese Puffs, or Popcorners Snacks",Snacks,
2025-12-24 00:00:00,Real Canadian Superstore,"Post Or Weetabix Retail Size Cereal, 283-525 G",3.0,3.0,2025-12-24,2025-12-31,,,,Post/Weetabix Cereal,Pantry,Breakfast/Cereal
2025-12-24 00:00:00,Real Canadian Superstore,"Twining'S Tea, 50'S",7.49,7.49,2025-12-24,2025-12-31,,,,Twinings Tea,Beverages,
2025-12-24 00:00:00,Real Canadian Superstore,"No Name® Napkins, 500'S",6.0,6.0,2025-12-24,2025-12-31,,,,No Name Napkins,Household & Personal,Paper Products
2025-12-24 00:00:00,Real Canadian Superstore,"French Bread, 450 G",1.5,1.5,2025-12-24,2025-12-31,,,,French Bread,Bakery,
2025-12-24 00:00:00,Real Canadian Superstore,"Little Bellies Organic Snacks, 35 G",3.5,3.5,2025-12-24,2025-12-31,,,,Baby Snacks,Household & Personal,Baby
2025-12-24 00:00:00,Real Canadian Superstore,"U By Kotex Liners, 80-129'S, Pads, 24-44'S Or Tampons, 30/32'S",9.0,9.0,2025-12-24,2025-12-31,,,,Feminine Care Products,Household & Personal,Personal Care
2025-12-24 00:00:00,Real Canadian Superstore,Everyday Essentials™ Jumbo Pillow,5.5,5.5,2025-12-24,2025-12-31,,,,Jumbo Pillow,Other,General
2025-12-24 00:00:00,Real Canadian Superstore,"Native Deodorant 75 G, Dry Spray 99G, Whole Body Deodorant, Cream, Spray, 68-99 G Or Body Wash, 532 Ml",11.0,11.0,2025-12-24,2025-12-31,,,,Native Deodorant or Body Wash,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,"Gia Indian Basmati Rice, 8 Lb",6.99,6.99,2025-12-24,2025-12-31,,,,Gia Basmati Rice,Pantry,
2025-12-24 00:00:00,Real Canadian Superstore,"Nutella Hazelnut Spread With Cocoa, 375 G Or B-Ready Crispy Wafer With Nutella 6' S, 132 G",5.0,5.0,2025-12-24,2025-12-31,,,,Nutella Hazelnut Spread or B-Ready Crispy Wafer,Pantry,
2025-12-24 00:00:00,Real Canadian Superstore,"Simply Gourmet Crunchers Or Puffies Snacks, 32 G",2.5,2.5,2025-12-24,2025-12-31,,,,Simply Gourmet Snacks,Snacks,Chips/Pretzels
2025-12-24 00:00:00,Real Canadian Superstore,"Kraft Butter Or Hazenut Spread, 725 G-1 Kg",5.99,5.99,2025-12-24,2025-12-31,,,,Peanut Butter & Hazelnut Chocolate Spread,Dairy & Eggs,
2025-12-24 00:00:00,Real Canadian Superstore,"Boursin Cheese, 150 G",4.5,4.5,2025-12-24,2025-12-31,,,,Boursin Cheese,Dairy & Eggs,Cheese (Block)
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Pub Recipe™ Or Gluten-Free Chicken, 600/700 G",7.0,7.0,2025-12-24,2025-12-31,,,,PC Pub Recipe Chicken,Poultry,Other Poultry
2025-12-24 00:00:00,Real Canadian Superstore,"Kendamil Whole Milk Infant Formula, 800 G",44.99,44.99,2025-12-24,2025-12-31,,,,Kendamil Infant Formula,Household & Personal,Baby
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Cheese Bars, 300/400 G",6.49,6.49,2025-12-24,2025-12-31,,,,Cheese Bars,Dairy & Eggs,
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Function Sparkling Beverage, 6X355 Ml",5.5,5.5,2025-12-24,2025-12-31,,,,Sparkling Beverage 6-Pack,Beverages,Soda/Pop
2025-12-24 00:00:00,Real Canadian Superstore,Pc® Bath Towels,28.0,28.0,2025-12-24,2025-12-31,,,,Bath Towels,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,Inside Round Roast Or Steak,11.99,11.99,2025-12-24,2025-12-31,,,,Inside Round Roast or Steak,Beef,Other Beef
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Organics Pizza, 340-400 G Or Flatbread, 342/374 G",9.0,9.0,2025-12-24,2025-12-31,,,,PC Organics Pizza or Flatbread,Frozen,
2025-12-24 00:00:00,Real Canadian Superstore,"Buckley'S Syrup Original Mixture & Original Mixture Night Time 100 Ml, Jack & Jill Cough Cold Syrup 100-115 Ml Or Buckley'S Lozenges Cherry, Honey Or Menthol 30'S",5.0,5.0,2025-12-24,2025-12-31,,,,Buckley's or Jack & Jill Cough & Cold Remedies,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,Head And Shoulders Or Pantene Hair Care,6.5,6.5,2025-12-24,2025-12-31,,,,Head & Shoulders Hair Care,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,"Marzetti Dips, 254-340 G",5.0,5.0,2025-12-24,2025-12-31,,,,Marzetti Dips,Dairy & Eggs,
2025-12-24 00:00:00,Real Canadian Superstore,"Coffeemate Coffee Enhancer, 828/946 Ml",4.99,4.99,2025-12-24,2025-12-31,,,,Coffeemate Coffee Enhancer,Dairy & Eggs,
2025-12-24 00:00:00,Real Canadian Superstore,Boost Ready To Drink Shakes,12.79,12.79,2025-12-24,2025-12-31,,,,Boost Ready To Drink Shakes,Beverages,
2025-12-24 00:00:00,Real Canadian Superstore,Striploin Steak,11.88,11.88,2025-12-24,2025-12-31,,,,Striploin Steak,Beef,Striploin
2025-12-24 00:00:00,Real Canadian Superstore,"Colgate Total, Optic White Or Sensitive Pro-Relief Toothpaste, 73 Ml-170 Ml, Colgate 360 Or Periogard Manual Toothbrushes, 1 Ea., Colgate Extra Clean Toothbrush, 4' S Or Colgate Kids Mouthwash ,500 Ml",5.0,5.0,2025-12-24,2025-12-31,,,,Dental Care Products,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,"No Name® Chicken Wings, 908 G",15.0,15.0,2025-12-24,2025-12-31,,,,Chicken Wings,Frozen,Meat/Seafood (Frozen)
2025-12-24 00:00:00,Real Canadian Superstore,"Baguette White Or Wheat, 255 G",1.0,1.0,2025-12-24,2025-12-31,,,,Baguette White or Wheat,Bakery,
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Black Label Ice Cream, 500 Ml",4.5,4.5,2025-12-24,2025-12-31,,,,PC Black Label Ice Cream,Frozen,
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Pickles, 1 L",4.49,4.49,2025-12-24,2025-12-31,,,,PC Pickles,Pantry,
2025-12-24 00:00:00,Real Canadian Superstore,Life At Home™ Assorted Scented Candles,10.0,10.0,2025-12-24,2025-12-31,,,,Life At Home Assorted Scented Candles,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,"Mastro Trio Packs Or Pc® Splendido™ Sliced Deli Meat, 150-200 G",10.0,10.0,2025-12-24,2025-12-31,,,,Sliced Deli Meat,Pantry,Deli Meat
2025-12-24 00:00:00,Real Canadian Superstore,"Green Works Wipes 75'S, Cleaning Spray 946 Ml, Dishwashing Liquid 650 Ml Or Toilet Bowl Cleaner 709 Ml",5.99,5.99,2025-12-24,2025-12-31,,,,Green Works Cleaning Products,Household & Personal,Household Cleaners
2025-12-24 00:00:00,Real Canadian Superstore,"No Name® Sausage Rings, 300 G",4.0,4.0,2025-12-24,2025-12-31,,,,Sausage Rings,Pork,Sausages
2025-12-24 00:00:00,Real Canadian Superstore,"Ocean Spray Sparkling Cranberry Beverages, 6X340 Ml",6.49,6.49,2025-12-24,2025-12-31,,,,Ocean Spray Sparkling Cranberry Beverages,Beverages,Juice & Sparkling Drinks
2025-12-24 00:00:00,Real Canadian Superstore,"Tostitos Tortilla Chips, 215-295 G",3.0,3.0,2025-12-24,2025-12-31,,,,Tostitos Tortilla Chips,Snacks,Chips
2025-12-24 00:00:00,Real Canadian Superstore,Sourdough Or Pumpernickel Or Spinach Tray,12.0,12.0,2025-12-24,2025-12-31,,,,Spinach and Pumpernickel Tray,Other,Prepared Foods or Bread
2025-12-24 00:00:00,Real Canadian Superstore,"Iögo Nano Drinkable Yogurt, 24X93 Ml",15.0,15.0,2025-12-24,2025-12-31,,,,Iögo Nano Drinkable Yogurt,Dairy & Eggs,Yogurt
2025-12-24 00:00:00,Real Canadian Superstore,"Popeye Select Spinach, 283 G",3.0,3.0,2025-12-24,2025-12-31,,,,Popeye Select Spinach,Produce,Leafy Greens
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Or Blue Menu® Lasagna Or Mac & Cheese, 1.13 Kg",9.0,9.0,2025-12-24,2025-12-31,,,,PC Lasagna or Mac & Cheese,Frozen,Prepared Meals
2025-12-24 00:00:00,Real Canadian Superstore,"No Name® Rice Crackers, 100 G",1.25,1.25,2025-12-24,2025-12-31,,,,Rice Crackers,Snacks,Crackers
2025-12-24 00:00:00,Real Canadian Superstore,"Ivory Body Wash Pump, 1035 Ml Or Bar Soap, 10X90 G",5.0,5.0,2025-12-24,2025-12-31,,,,Ivory Body Wash or Bar Soap,Household & Personal,Personal Care
2025-12-24 00:00:00,Real Canadian Superstore,"Balderson Cheese Slices, 140/160 Or Cheese Cheddar Blocks Non-Aged, 250/280 G",6.0,6.0,2025-12-24,2025-12-31,,,,Balderson Cheese Slices or Cheddar Blocks,Dairy & Eggs,Cheese
2025-12-24 00:00:00,Real Canadian Superstore,"Takis Rolled Tortilla Chips, 260-280 G",2.99,2.99,2025-12-24,2025-12-31,,,,Takis Rolled Tortilla Chips,Snacks,Chips
2025-12-24 00:00:00,Real Canadian Superstore,"Kraft Salad Dressing, 425 Ml Or Heinz Mayonnaise-Style Sauces, 340 Ml",2.99,2.99,2025-12-24,2025-12-31,,,,Kraft Salad Dressing or Heinz Mayonnaise-Style Sauces,Pantry,Condiments & Sauces
2025-12-24 00:00:00,Real Canadian Superstore,"Children'S Advil Dye Free Grape, Bubble Gum Or Blue Raspberry, 230 Ml Or Junior Advil Chewable Fruit, Grape, Dye Free Grape Or Dye Free Very Berry, 40'S",15.0,15.0,2025-12-24,2025-12-31,,,,Children's Advil or Junior Advil,Household & Personal,Health & Pharmacy
2025-12-24 00:00:00,Real Canadian Superstore,"Veeba Sauce Or Chutney, 300-400 G",4.49,4.49,2025-12-24,2025-12-31,,,,Veeba Sauce or Chutney,Pantry,Condiments & Sauces
2025-12-24 00:00:00,Real Canadian Superstore,"No Name® Garlic Coil Or Sausage Chubs, 750 G-1 Kg",9.99,9.99,2025-12-24,2025-12-31,,,,No Name Garlic Coil or Sausage Chubs,Pork,Sausages
2025-12-24 00:00:00,Real Canadian Superstore,"No Name® Cookies, 907 G",3.99,3.99,2025-12-24,2025-12-31,,,,No Name Cookies,General,General
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Or Blue Menu® Sparkling Water, 12X355 Ml",11.0,11.0,2025-12-24,2025-12-31,,,,Sparkling Water 12-Pack,Beverages,Water
2025-12-24 00:00:00,Real Canadian Superstore,"Marcangelo Italian Sausages, Breakfast Patties Or Pork Meatballs, 1.2-1.4 Kg",12.0,12.0,2025-12-24,2025-12-31,,,,"Marcangelo Italian Sausages, Breakfast Patties or Pork Meatballs",Pork,Sausages
2025-12-24 00:00:00,Real Canadian Superstore,"Advil Cough Cold Product Capsules, 36-40' Caplets, 32-40'S Or Buckley'S 40-48 Caplets, 48 Capsules, Syrup, 250 Ml",18.0,18.0,2025-12-24,2025-12-31,,,,Advil or Buckley's Cough & Cold Products,Household & Personal,Health & Pharmacy
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Organics Organic Unsweetened Apple Sauce, 6X100 Ml",4.0,4.0,2025-12-24,2025-12-31,,,,PC Organics Organic Unsweetened Apple Sauce,Pantry,Canned & Jarred Fruit
2025-12-24 00:00:00,Real Canadian Superstore,"Boost Kids Nutritional Supplement, 6X237 Ml",10.99,10.99,2025-12-24,2025-12-31,,,,Boost Kids Supplement,Household & Personal,Health/Pharmacy
2025-12-24 00:00:00,Real Canadian Superstore,"No Name® Pizza, 350-411 G",3.5,3.5,2025-12-24,2025-12-31,,,,No Name Pizza,Frozen,Frozen Pizza
2025-12-24 00:00:00,Real Canadian Superstore,"Kraft Lunchables, 81-131 G",2.99,2.99,2025-12-24,2025-12-31,,,,Kraft Lunchables,Pantry,Prepackaged Meals
2025-12-24 00:00:00,Real Canadian Superstore,"Old Spice 73-144 G, Secret, 68-116 G Or Gillette 122 G Deodorant",7.0,7.0,2025-12-24,2025-12-31,,,,Old Spice Deodorant Spray,Household & Personal,Personal Care
2025-12-24 00:00:00,Real Canadian Superstore,"Seaquest® Seafood Medley, 340 G Or T&T® Head-On & Shell-On Shrimp, 300/400 G",6.0,6.0,2025-12-24,2025-12-31,,,,Seaquest Seafood Medley or T&T Head-On & Shell-On Shrimp,Seafood,"Seafood Medley, Shrimp"
2025-12-24 00:00:00,Real Canadian Superstore,Nature'S Bounty Vitamin Or Supplement Tablets Or Softgel Capsules,9.19,9.19,2025-12-24,2025-12-31,,,,Nature's Bounty Vitamins or Supplements,Household & Personal,Health & Pharmacy
2025-12-24 00:00:00,Real Canadian Superstore,Emergen-C Products,15.29,15.29,2025-12-24,2025-12-31,,,,Emergen-C Products,Household & Personal,Health & Pharmacy
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Yorkshire Pudding, 185 G",4.0,4.0,2025-12-24,2025-12-31,,,,PC Yorkshire Pudding,Bakery,Prepared Bakery
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Profiteroles, 625 G",12.0,12.0,2025-12-24,2025-12-31,,,,PC Profiteroles,Frozen,Desserts
2025-12-24 00:00:00,Real Canadian Superstore,"Green Or Red Sweet Peppers, 4'S",3.99,3.99,2025-12-24,2025-12-31,,,,Green or Red Peppers,Produce,Other Vegetables
2025-12-24 00:00:00,Real Canadian Superstore,"Boneless, Skinless Chicken Breast Fillet, 925 G",15.0,15.0,2025-12-24,2025-12-31,,,,Boneless Skinless Chicken Breast,Poultry,Boneless Chicken Breast
2025-12-24 00:00:00,Real Canadian Superstore,"O'Tasty Steamed Buns, 680 G",9.99,9.99,2025-12-24,2025-12-31,,,,O'Tasty Steamed Buns,Frozen,Asian Prepared Foods
2025-12-24 00:00:00,Real Canadian Superstore,"Breaded Chicken, Meatballs, Potstickers Or Hor D'Oeuvres Selected Varieties Frozen, 700 G-1.81 Kg, Fish Fillets, Breaded Squid Rings Or Popcorn Shrimp, Smoked Salmon, Imitation Crab Meat Or Seafood Medley Selected Varieties Frozen, 200-908 G",10.0,10.0,2025-12-24,2025-12-31,,,,"Assorted Frozen Prepared Foods (Chicken, Meatballs, Potstickers, Hor D'Oeuvres, Fish Fillets, Seafood)",Frozen,Prepared Meals & Seafood
2025-12-24 00:00:00,Real Canadian Superstore,"Voltacare Cooling Pain Relief Cream, 65 G",11.0,11.0,2025-12-24,2025-12-31,,,,Voltacare Cooling Pain Relief Cream,Household & Personal,Health & Pharmacy
2025-12-24 00:00:00,Real Canadian Superstore,"Pampers Easy Ups Giant Pack Training Pants, 68-112'S",36.99,36.99,2025-12-24,2025-12-31,,,,Training Pants,Household & Personal,Baby
2025-12-24 00:00:00,Real Canadian Superstore,"Vaseline Body Lotion, 600/947 Ml",7.22,7.22,2025-12-24,2025-12-31,,,,Vaseline Body Lotion,Household & Personal,Personal Care
2025-12-24 00:00:00,Real Canadian Superstore,Centrum Products,12.74,12.74,2025-12-24,2025-12-31,,,,Centrum Vitamins,Household & Personal,Health & Pharmacy
2025-12-24 00:00:00,Real Canadian Superstore,"Nexium 24Hr Capsules, 14'S",14.0,14.0,2025-12-24,2025-12-31,,,,Nexium 24Hr Capsules,Household & Personal,Health & Pharmacy
2025-12-24 00:00:00,Real Canadian Superstore,Pc® Gadgets,6.5,6.5,2025-12-24,2025-12-31,,,,PC Gadgets (unspecified),Other,Kitchen Accessories
2025-12-24 00:00:00,Real Canadian Superstore,"Large Vegetable Or Fruit Platter Prepared In-Store, 1.58-2.2 Kg",20.0,20.0,2025-12-24,2025-12-31,,,,Large In-Store Prepared Vegetable or Fruit Platter,Produce,Prepared Platters
2025-12-24 00:00:00,Real Canadian Superstore,Tommee Tippee Or B Box Feeding And Nursing Accessories,6.79,6.79,2025-12-24,2025-12-31,,,,Tommee Tippee or B Box Feeding and Nursing Accessories,Household & Personal,Baby Care
2025-12-24 00:00:00,Real Canadian Superstore,"Huggies Econo Pack Diapers, 60-200'S",34.99,34.99,2025-12-24,2025-12-31,,,,Huggies Diapers,Household & Personal,Baby
2025-12-24 00:00:00,Real Canadian Superstore,"Philadelphia Cream Cheese Product, 227/250 G Or Kraft Singles, 410 G Or Cheez Whiz, 450 G",3.99,3.99,2025-12-24,2025-12-31,,,,"Cream Cheese, Kraft Singles, or Cheez Whiz",Dairy & Eggs,Cheese
2025-12-24 00:00:00,Real Canadian Superstore,"Cascade Dishwashing Tabs, 30-48'S",14.97,14.97,2025-12-24,2025-12-31,,,,Cascade Dishwashing Tabs,Household & Personal,Cleaning Supplies
2025-12-24 00:00:00,Real Canadian Superstore,"Persil Liquid Detergent, 3.72 L Or Pods, 57'S",21.99,21.99,2025-12-24,2025-12-31,,,,Persil Liquid Detergent or Pods,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Organics Whole Cremini Or White Mushrooms, 454 G",4.0,4.0,2025-12-24,2025-12-31,,,,Mushrooms (Whole White),Produce,Mushrooms
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Soft Drinks, 2 L",1.48,1.48,2025-12-24,2025-12-31,,,,Soft Drink,Beverages,Soda/Pop
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® De-Alcoholized Wine, 750 Ml",7.5,7.5,2025-12-24,2025-12-31,,,,PC De-Alcoholized Wine,Beverages,
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® English Muffins Or Crumpets, 6' S",2.5,2.5,2025-12-24,2025-12-31,,,,English Muffins,Bakery,Bagels/Muffins
2025-12-24 00:00:00,Real Canadian Superstore,"Dan-D Pak Cashews, 908 G",13.99,13.99,2025-12-24,2025-12-31,,,,Dan-D Pak Cashews,Snacks,Nuts/Seeds
2025-12-24 00:00:00,Real Canadian Superstore,Pc® Openstock Dinnerware,5.0,5.0,2025-12-24,2025-12-31,,,,Dinnerware,Other,General
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Mozzarella Cheese Sticks Or Tortilla And Jalapeno Cheese Sticks, 345/454 G",10.0,10.0,2025-12-24,2025-12-31,,,,PC Mozzarella or Tortilla and Jalapeno Cheese Sticks,Dairy & Eggs,Snack Foods
2025-12-24 00:00:00,Real Canadian Superstore,"Leclerc Go Pure Or Nugabar Bars, 5' S, 140-175 G",2.99,2.99,2025-12-24,2025-12-31,,,,Leclerc Go Pure or Nugabar Bars,Snacks,
2025-12-24 00:00:00,Real Canadian Superstore,"General Mills Jumbo Size Cereal, 825 G-1.3 Kg",8.47,8.47,2025-12-24,2025-12-31,,,,General Mills Family Size Cereal,Pantry,
2025-12-24 00:00:00,Real Canadian Superstore,Deluxe Gift Bouquet,20.0,20.0,2025-12-24,2025-12-31,,,,Deluxe Gift Bouquet,Other,
2025-12-24 00:00:00,Real Canadian Superstore,"Maple Leaf Natural Selections Or Free From® Deli Meat, 375/400 G Or Freybe Lyoner Sausage, 1 Kg",12.0,12.0,2025-12-24,2025-12-31,,,,Maple Leaf Deli Meat or Freybe Lyoner Sausage,Pork,Sausages
2025-12-24 00:00:00,Real Canadian Superstore,Pork Butt Roast,5.99,5.99,2025-12-24,2025-12-31,,,,Pork Butt Roast,Pork,Pork Roast
2025-12-24 00:00:00,Real Canadian Superstore,"No Name® Bacon, 500 G",6.0,6.0,2025-12-24,2025-12-31,,,,No Name Bacon,General,General
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Lemonade, Iced Tea Or Orange Juice, 1.54 L",3.99,3.99,2025-12-24,2025-12-31,,,,"PC Lemonade, Iced Tea or Orange Juice",Beverages,
2025-12-24 00:00:00,Real Canadian Superstore,"Seaquest® Shrimp Ring With Mild Cocktail Sauce, 454 G",13.0,13.0,2025-12-24,2025-12-31,,,,Seaquest Shrimp Ring with Mild Cocktail Sauce,Seafood,Shrimp
2025-12-24 00:00:00,Real Canadian Superstore,"Bassé Nuts, 415-600 G",6.0,6.0,2025-12-24,2025-12-31,,,,Bassé Nuts,Pantry,
2025-12-24 00:00:00,Real Canadian Superstore,"Pc® Planet First™ Bamboo Plates, Birch Cutlery Or Wheat Straws",2.99,2.99,2025-12-24,2025-12-31,,,,"PC Planet First Bamboo Plates, Birch Cutlery or Wheat Straws",Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,"Fridababy, Fridamom Or Frida Sound Machine Or Humidifier",3.99,3.99,2025-12-24,2025-12-31,,,,Frida Baby Products,Household & Personal,Baby
2025-12-24 00:00:00,Real Canadian Superstore,"Huggies Pull-Ups Or Goodnites Club Pack Training Pants, 28-74' S",26.99,26.99,2025-12-24,2025-12-31,,,,Pull-Ups Training Pants,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,"Pediasure Complete 4X235 Ml, Infant'S Pedialyte Solution 1 L Or Freezer Pops 16X62.5 Ml",18.0,18.0,2025-12-24,2025-12-31,,,,"Pediasure Complete, Infant's Pedialyte Solution or Freezer Pops",Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,Dove Hair Care,5.5,5.5,2025-12-24,2025-12-31,,,,Hair Care,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,Garnier Nutrisse Hair Colour,10.0,10.0,2025-12-24,2025-12-31,,,,Garnier Nutrisse Hair Colour,Household & Personal,
2025-12-24 00:00:00,Real Canadian Superstore,Shea Moisture Or Nexxus Hair Care,12.0,12.0,2025-12-24,2025-12-31,,,,Shea Moisture or Nexxus Hair Care Product,Household & Personal,
